#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  91 218 Pa   0.68452   0.08611   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 219 Pa   0.64104   0.07463   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 220 Pa   0.59926   0.06417   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 221 Pa   0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 222 Pa   0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 223 Pa   0.49319   0.04464   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  91 224 Pa   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 225 Pa   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 226 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 227 Pa   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 228 Pa   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 229 Pa   0.37706   0.03519  -0.69474   0.08183  82  17   7   1  0.33810  0.00000  6.122E-02 * F   0             2.847
  91 230 Pa   0.36881   0.03382  -0.80644   0.11263  86  39  20   1  0.53800  0.00000  6.351E-03 *     0             2.915
  91 231 Pa   0.36347   0.03224  -0.83375   0.10528  90  48  14   7  0.56750  0.10227  2.864E-02 *     0             4.059
  91 232 Pa   0.36064   0.03059   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 233 Pa   0.35998   0.02902  -0.76854   0.08668  87  34  12   8  0.52900  0.10905  3.009E-02 *     0             3.410
  91 234 Pa   0.36126   0.02774   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  91 235 Pa   0.36428   0.02694  -0.49745   0.07200  25  15  14   1  0.48400  0.00000  2.791E-02       0             2.351
  91 236 Pa   0.36888   0.02681   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  91 237 Pa   0.37493   0.02745  -0.40231   0.07336  21  15  14   1  0.62400  0.00000  5.143E-02   F   0             0.000
  91 238 Pa   0.38229   0.02884   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 239 Pa   0.39083   0.03079   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 240 Pa   0.40036   0.03299   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 241 Pa   0.41069   0.03509   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 215 U    0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 216 U    0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 217 U    0.72785   0.09706   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 218 U    0.68452   0.08611   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 219 U    0.64104   0.07463   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 220 U    0.59926   0.06417   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 221 U    0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 222 U    0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 223 U    0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 224 U    0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 225 U    0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 226 U    0.00000   0.00000   0.00000   0.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  92 227 U    0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 228 U    0.38833   0.03635   0.00000   1.00000   2   1   1   2  0.00000  0.05900                  0             0.000
  92 229 U    0.37706   0.03519   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  92 230 U    0.36881   0.03382  -0.17399   0.06803  21   8   7   6  0.57800  0.43519  7.466E-02   F   0             0.000
  92 231 U    0.36347   0.03224   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  92 232 U    0.36064   0.03059  -0.06253   0.07374  65  17   7   9  0.96760  0.73457  1.002E-02 *     0             3.412
  92 233 U    0.35998   0.02902  -0.65764   0.09482 110  36  19   4  0.64600  0.15523  9.226E-03 *     0             3.707
  92 234 U    0.36126   0.02774  -0.00398   0.08406 153  43   7  26  1.34133  1.12755  1.618E-02 *     0             4.186
  92 235 U    0.36428   0.02694  -0.73956   0.08512 197  37  15  14  0.58780  0.25001  1.035E-02 *     0             4.360
  92 236 U    0.36888   0.02681  -0.04901   0.08540 122  53   7  10  1.41330  0.91914  1.961E-02 *     0             3.723
  92 237 U    0.37493   0.02745  -0.66893   0.08967 271  48  13   9  0.76280  0.26093  1.638E-02 *     0             4.205
  92 238 U    0.38229   0.02884  -0.07379   0.08827 285  45   7  10  1.38119  0.92721  1.908E-02 *     0             3.793
  92 239 U    0.39083   0.03079  -0.61331   0.06894 108  13   7   5  0.37270  0.14577  1.679E-01   F   0             2.958
  92 240 U    0.40036   0.03299   0.08885   0.06629  22   8   7   1  0.94470  0.00000  8.255E-02   F   0             0.000
  92 241 U    0.41069   0.03509   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  92 242 U    0.42154   0.03672   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  92 243 U    0.43258   0.03765   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 219 Np   0.64104   0.07463   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 220 Np   0.59926   0.06417   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 221 Np   0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 222 Np   0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 223 Np   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 224 Np   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 225 Np   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 226 Np   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 227 Np   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 228 Np   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 229 Np   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 230 Np   0.36881   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 231 Np   0.36347   0.03224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 232 Np   0.36064   0.03059   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  93 233 Np   0.35998   0.02902   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  93 234 Np   0.36126   0.02774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 235 Np   0.36428   0.02694  -0.49521   0.06991  67  29   7   1  0.83400  0.00000  4.611E-02 *     0             4.324
  93 236 Np   0.36888   0.02681   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  93 237 Np   0.37493   0.02745  -0.74919   0.09071 106  37  20  13  0.61800  0.30505  1.254E-02 *     0             4.058
  93 238 Np   0.38229   0.02884  -1.01918   0.10585 130  73  19  13  0.61950  0.21795  3.699E-02 *     0             3.221
  93 239 Np   0.39083   0.03079  -0.78330   0.09786  65  34  17   5  0.61600  0.11772  1.126E-02 *     0             3.074
  93 240 Np   0.40036   0.03299   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  93 241 Np   0.41069   0.03509   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 242 Np   0.42154   0.03672   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  93 243 Np   0.43258   0.03765  -0.40018   0.10291  23  17  14   1  0.85300  0.00000  6.511E-02   F   0             2.291
  93 244 Np   0.44350   0.03810   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  93 245 Np   0.45425   0.03925   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 221 Pu   0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 222 Pu   0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 223 Pu   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 224 Pu   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 225 Pu   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 226 Pu   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 227 Pu   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 228 Pu   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 229 Pu   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 230 Pu   0.36881   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 231 Pu   0.36347   0.03224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 232 Pu   0.36064   0.03059   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 233 Pu   0.35998   0.02902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  94 234 Pu   0.36126   0.02774   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  94 235 Pu   0.36428   0.02694   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  94 236 Pu   0.36888   0.02681   0.00000   1.00000  17   1   1  11  0.00000  1.18545                  0             0.000
  94 237 Pu   0.37493   0.02745  -0.59211   0.06760  59  20   7  19  0.48600  0.47352  4.239E-02 *     0             3.082
  94 238 Pu   0.38229   0.02884  -0.03731   0.07563  61  24   7  12  1.17440  0.96278  2.039E-02 *     0             3.769
  94 239 Pu   0.39083   0.03079  -0.63280   0.10276 121  41  19  12  0.82800  0.39158  1.608E-02 *     0             4.054
  94 240 Pu   0.40036   0.03299  -0.12874   0.09767 102  40   7  10  1.33702  0.86071  1.179E-02 *     0             3.814
  94 241 Pu   0.41069   0.03509  -0.76004   0.10167 108  30  11   9  0.68100  0.23194  2.183E-02 *     0             3.290
  94 242 Pu   0.42154   0.03672  -0.06179   0.08877  54  17   7   6  1.09210  0.77860  1.324E-02 *     0             4.070
  94 243 Pu   0.43258   0.03765  -0.70434   0.11634  88  32  15   7  0.81376  0.33321  1.069E-02 *     0             4.026
  94 244 Pu   0.44350   0.03810   0.01564   0.09976  63  24   7   5  1.46670  0.53020  1.870E-02 *     0             5.449
  94 245 Pu   0.45425   0.03925  -0.61152   0.08482  25  11   7   1  0.46400  0.00000  9.380E-02   F   0             3.202
  94 246 Pu   0.46484   0.04300   0.00000   1.00000  17   1   1   5  0.00000  0.54350                  0             0.000
  94 247 Pu   0.47526   0.05124   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 223 Am   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 224 Am   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 225 Am   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 226 Am   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 227 Am   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 228 Am   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 229 Am   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 230 Am   0.36881   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 231 Am   0.36347   0.03224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 232 Am   0.36064   0.03059   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 233 Am   0.35998   0.02902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 234 Am   0.36126   0.02774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 235 Am   0.36428   0.02694   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  95 236 Am   0.36888   0.02681   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
